filename,label
Data_cloudy/211122032423.jpg,cloudy
Data_cloudy/211219234914.jpg,cloudy
Data_cloudy/211117202050.jpg,cloudy
Data_cloudy/211208041116.jpg,cloudy
Data_cloudy/211204012058.jpg,cloudy
Data_cloudy/211205001925.jpg,cloudy
Data_cloudy/211207221014.jpg,cloudy
Data_cloudy/211218031454.jpg,cloudy
Data_cloudy/211218031053.jpg,cloudy
Data_cloudy/211126220750.jpg,cloudy
Data_cloudy/211206011014.jpg,cloudy
Data_cloudy/211203194851.jpg,cloudy
Data_cloudy/211204011858.jpg,cloudy
Data_cloudy/211122021937.jpg,cloudy
Data_cloudy/211123044353.jpg,cloudy
Data_cloudy/211202221601.jpg,cloudy
Data_cloudy/211121225310.jpg,cloudy
Data_cloudy/211206014029.jpg,cloudy
Data_cloudy/211204010855.jpg,cloudy
Data_cloudy/211209231310.jpg,cloudy
Data_cloudy/211217233531.jpg,cloudy
Data_cloudy/211130230935.jpg,cloudy
Data_cloudy/211117224257.jpg,cloudy
Data_cloudy/211211202527.jpg,cloudy
Data_cloudy/211216233939.jpg,cloudy
Data_cloudy/211203201900.jpg,cloudy
Data_cloudy/211125002954.jpg,cloudy
Data_cloudy/211217185452.jpg,cloudy
Data_cloudy/211210025039.jpg,cloudy
Data_cloudy/211206010813.jpg,cloudy
Data_cloudy/211219191932.jpg,cloudy
Data_cloudy/211122011755.jpg,cloudy
Data_cloudy/211217014022.jpg,cloudy
Data_cloudy/211205034159.jpg,cloudy
Data_cloudy/211217190455.jpg,cloudy
Data_cloudy/211123044051.jpg,cloudy
Data_cloudy/211130213548.jpg,cloudy
Data_cloudy/211124200233.jpg,cloudy
Data_cloudy/211218233944.jpg,cloudy
Data_cloudy/211217021835.jpg,cloudy
Data_cloudy/211202224611.jpg,cloudy
Data_cloudy/211117213715.jpg,cloudy
Data_cloudy/211212010038.jpg,cloudy
Data_cloudy/211201000753.jpg,cloudy
Data_cloudy/211211200522.jpg,cloudy
Data_cloudy/211218002446.jpg,cloudy
Data_cloudy/211212031525.jpg,cloudy
Data_cloudy/211216234842.jpg,cloudy
Data_cloudy/211204004748.jpg,cloudy
Data_cloudy/211217235236.jpg,cloudy
Data_cloudy/211201010008.jpg,cloudy
Data_cloudy/211201002759.jpg,cloudy
Data_cloudy/211211225752.jpg,cloudy
Data_cloudy/211130233543.jpg,cloudy
Data_cloudy/211202025154.jpg,cloudy
Data_cloudy/211217195711.jpg,cloudy
Data_cloudy/211122025100.jpg,cloudy
Data_cloudy/211218013113.jpg,cloudy
Data_cloudy/211117221628.jpg,cloudy
Data_cloudy/211123035032.jpg,cloudy
Data_cloudy/211126212817.jpg,cloudy
Data_cloudy/211122021232.jpg,cloudy
Data_cloudy/211130200211.jpg,cloudy
Data_cloudy/211130225230.jpg,cloudy
Data_cloudy/211130204523.jpg,cloudy
Data_cloudy/211122001509.jpg,cloudy
Data_cloudy/211202030859.jpg,cloudy
Data_cloudy/211130235248.jpg,cloudy
Data_cloudy/211217220857.jpg,cloudy
Data_cloudy/211217222301.jpg,cloudy
Data_cloudy/211204003644.jpg,cloudy
Data_cloudy/211123033829.jpg,cloudy
Data_cloudy/211122210104.jpg,cloudy
Data_cloudy/211117204759.jpg,cloudy
Data_cloudy/211216234541.jpg,cloudy
Data_cloudy/211130205937.jpg,cloudy
Data_cloudy/211130212946.jpg,cloudy
Data_cloudy/211217233832.jpg,cloudy
Data_cloudy/211202211218.jpg,cloudy
Data_cloudy/211205003028.jpg,cloudy
Data_cloudy/211204013001.jpg,cloudy
